Ticker	CIK
nbse	1173281
new	1726189
tnp	1166663
idn	1040896
flgc	1790169
slhg	1839730
bsvn	1746129
mmac	1003201
wbqnl	1785494
ebmt	1478454
abeo	318306
vygr	1640266
asmb	1426800
pfsw	1095315
tedu	1592560
acu	2098
flux	1083743
cala	1496671
lgvn	1721484
arec	1590715
bbxia	1814974
vrdn	1590750
lode	1120970
fnrn	1114927
wwr	839470
ampy	1533924
xfor	1501697
chra	1730346
enz	316253
calb	1752036
srga	1760173
nny	818850
bwmn	1847590
svbi	868271
caas	1157762
bpsr	1557376
fcco	932781
scyx	1178253
bmtx	1725872
aitx	1498148
hwbk	893847
ovly	1431567
evoj	1834342
oncy	1129928
opbk	1722010
axla	1633070
jsd	1509253
tdac	1673481
wlms	1136294
eton	1710340
acr	1332551
hepa	1583771
agd	1362481
iaf	779336
qli	1779578
sieb	65596
arl	1102238
clir	1434524
wsft	1393781
qubt	1758009
glaq	1823383
sama	1843100
clxt	1705843
mbcn	836147
pebk	1093672
nba	1823882
ltrx	1114925
czwi	1367859
bene	1828735
ytra	1516899
pai	75398
aei	1750106
crkm	1700357
lqda	1819576
evax	1828253
fpl	1589420
lomlf	1509397
imv	1734768
rmi	1746967
hdsn	925528
redu	1712178
bcyp	1833214
adf	1840776
ghm	716314
pnht	1620749
fncb	1035976
ctg	23111
aerg	879911
bsbk	1787414
ffnw	1401564
cmcl	766011
very	1575434
mdwt	355379
brez	1817640
dlhc	785557
fcap	1070296
mbtc	1837344
tmrc	1445942
hlyk	1680139
rocr	1839412
nkg	1177219
rocc	1824403
mpv	831655
earn	1560672
aqst	1398733
kwac	1823086
nm	1333172
mntx	1302028
mgf	811922
ata	1825254
banx	1578987
cgo	1285650
rfm	1790177
sal	1060219
petz	1684425
ncna	1709626
snd	1529628
fkys	737875
vblt	1603207
ggz	1585855
avbh	1443575
dcf	1627854
wkey	1738699
bsfc	1730773
maca	1835416
motn	1822359
gtt	1315255
asps	1462418
emyb	1449794
logc	1664106
usak	883945
ptrs	832090
edf	1501103
entx	1638097
fury	1514597
xair	1641631
cahc	1832352
xela	1620179
rayt	1539778
xtnt	1453593
nmt	897419
ksm	846596
hil	1287808
fraf	723646
asc	1577437
spe	897802
mlvf	1550603
dpw	896493
ptn	911216
tga	736744
ngs	1084991
adra	1823584
ades	1515156
psix	1137091
imra	1672619
erlff	1271554
ubfo	1137547
mmnff	1776932
smwpy	1455634
jyac	1824119
pcm	908187
evgn	1574565
cpsh	814676
bcli	1137883
eyes	1266806
csbr	771856
sbi	882300
uexcf	1289028
tjbh	1499785
asys	720500
rmbl	1596961
fcrd	1464963
srev	1310114
wter	1532390
boxl	1624512
lybc	816332
nim	890119
sach	1682220
rngr	1699039
aaic	1209028
atbpf	1583682
cnce	1367920
cbio	1124105
ctgo	1502377
vgi	1528811
lov	1705338
ayla	1797336
pni	1170311
cmu	809844
grdaf	1804469
ulbi	875657
odt	1717452
afi	1655075
lxeh	1814067
amao	1843656
gsit	1126741
mn	1524223
ofs	1487918
erh	1279014
sbfg	767405
otra	1821318
cmct	908311
phge	1739174
pw	1532619
eucr	1822929
zest	1437491
xcur	1698530
optt	1378140
cxdo	1075736
fet	1401257
ifrx	1708688
fosyf	1336835
ahac	1818382
cmt	1026655
ofed	1501078
ewst	1543066
opof	740971
inpx	1529113
nobh	72205
sppp	1539190
nymx	1018735
pflc	1093728
visl	1565228
vgz	783324
cpkf	847538
trx	1173643
verb	1566610
prov	1010470
blrx	1498403
sga	886136
cfbk	1070680
grrb	1126961
ela	701719
lmao	1831868
mkd	1758736
frevs	36840
cmpi	1651431
ntwn	1353538
swz	813623
lark	1141688
kzia	1075880
eyen	1682639
qnbc	750558
gvxxf	1490596
vihd	1676580
glto	1800315
sanw	1477246
elvt	1651094
dex	1396167
bgsf	1474903
gnca	1457612
pcsa	1533743
ptk	1797099
mchx	1224133
hnw	1388126
aubn	750574
lmst	1358356
ped	1141197
otic	1493566
stcn	914712
srax	1538217
wei	1734902
aytu	1385818
gdl	1378701
ftk	928054
szc	1506488
eryp	1624422
rtsl	1575659
psti	1158780
rpmt	1437283
ccm	1472072
amhc	1788028
bsgm	1530766
orgs	1460602
gcv	845611
mram	1438423
btcy	1630113
lpcn	1535955
vvpr	1681348
abvc	1173313
pgp	1318025
tact	1017303
smid	924719
dlng	1578453
rmrm	1452477
nuvr	71557
pshif	1538169
arav	1513818
rbkb	1751783
enbp	1437479
cocp	1412486
jmp	1302350
pcti	1057083
cfoo	1310630
mtbc	1582982
tllyf	1689382
axim	1514946
bpts	1768946
cbfv	1605301
ryb	1708441
sfbc	1541119
vnce	1579157
pola	1622345
glyc	1253689
avct	1704760
brid	14177
rzlt	1509261
epsn	1726126
dss	771999
ccrc	1620664
qrhc	1442236
arhh	1798270
adoc	1824884
ymtx	1445283
ganx	1819411
fust	1636051
chfw	1824893
kfs	1072627
clnh	1479681
lub	16099
ifbd	1815566
ybgj	895464
fonr	355019
jeq	866095
clpr	1649096
asm	316888
ae	2178
mrin	1389002
ljpc	920465
agrx	1261249
uboh	1087456
capr	1133869
avgr	1506928
mmlp	1176334
ovbc	894671
efsi	880641
znog	1131312
lmnl	1351172
evfm	1618835
anix	715446
iae	1385632
enmpy	1630511
capc	814926
pdex	788920
necb	1847398
apt	884269
jemd	1708261
obci	350737
cqcq	1569083
func	763907
ipa	1715925
jls	1472215
vrty	1418115
ap	6176
hqda	1304730
inuv	829323
gnt	1438893
gray	1534133
dtea	1627606
cxxif	831609
pred	1382943
apm	1734005
cmtv	718413
bksc	1007273
eldn	1404281
phx	315131
vvos	1716166
alrn	1420565
feng	1509646
cldb	774569
isr	728387
glu	1282957
scps	1772028
exd	1480999
knwn	1074828
vcif	1517767
msac	1836517
oncs	1444307
cwbc	1051343
modd	1074871
acbm	1622996
gpic	918580
iec	49728
jroof	1602380
epwcf	1109504
sbev	1553788
acst	1444192
minm	1467761
rcon	1442620
trka	1021096
nref	1786248
wstg	945983
pfx	1490349
irix	1006045
agfs	1592016
fvam	1823465
clsn	749647
rndb	1667161
pcyg	50471
stcb	1539850
rell	355948
szsmf	1548536
mags	896494
elvg	1741489
wksp	1096275
tara	1359931
bwmy	1656501
rnwk	1046327
bpt	850033
sfdl	818677
aleaf	1754664
geos	1001115
pbip	1578776
nmi	830271
vynt	1349929
issc	836690
naii	787253
csu	1043000
ctk	1734262
chaq	1799850
amrb	1108236
oss	1394056
nxc	885732
gfed	1046203
rive	1590799
bkgm	1527383
sfun	1294404
smhi	1690334
eng	933738
gass	1328919
fkwl	722572
aezs	1113423
mie	1564216
nwhm	1574596
smm	1534293
dtf	879535
fnec	1142129
lft	1547546
biol	811240
lyra	1327273
mbrx	1659617
mdwd	1593984
csbb	880417
pgz	1557523
fam	1302624
lsyn	1667489
educ	31667
sdsya	1163609
isun	1634447
apre	1781983
cizn	1075706
hrbr	899394
lfvn	849146
dbe	1383062
aim	946644
bkrrf	1699906
sobr	1425627
empr	887396
crvs	1626971
isdr	843006
leat	1456189
cpss	889609
utme	1789299
kern	1755953
ptzh	1627469
pnf	1140410
uamy	101538
shwz	1622879
crawa	47307
zsan	1587221
livk	1790625
metx	1796514
neph	1196298
hmnf	921183
vivk	1450704
tcon	1394319
ocg	1776067
alot	8146
evoa	728447
kblb	1413119
lsaq	1819113
aumn	1011509
apvo	1671584
cev	1074692
ugro	1706524
basa	1448705
ettx	1724344
phun	1665300
mtcr	1634379
baos	1811216
most	1113513
volt	103872
opti	1557340
prkr	914139
nerv	1598646
pbts	1754323
armp	921114
dyai	1213809
brst	764897
azyo	1708527
glg	1556266
lptx	1509745
ssvff	1397616
fxnc	719402
aacg	1420529
cdtx	1610618
mvo	1371782
elmd	1488917
cney	1780785
vlt	846671
itac	1816696
intg	69422
live	1045742
fpocf	1177439
mfon	1447380
tsrmf	1431922
clbs	320017
krkr	1779476
gryn	1443388
lmb	1606163
wfcf	1360565
lnsr	1320350
cydvf	1394039
nms	1607997
fmbm	740806
tpz	1408201
iqst	1527702
prph	868278
pnrg	56868
coda	1334325
tmrr	1685237
cxh	847411
edi	1551040
ipix	1355250
tsoi	1419051
dare	1401914
grow	754811
augg	1448597
cscw	1747661
sprt	1104855
sdh	1780731
hsti	1365388
dgly	1342958
eaco	784539
laix	1742056
frd	39092
bhse	1759186
rail	1320854
pcf	810943
auvi	1811109
nine	1532286
synl	95953
ecrp	1696898
arc	1305168
cptp	202947
glv	1288795
pyyx	939930
usws	1670349
gsvrf	865400
slno	1484565
ndra	1681682
zgyh	1773086
mmmb	1520358
somc	703699
oblg	746210
inti	1042418
corr	1347652
hwin	1632081
hgbl	849145
alid	1575295
chek	1610590
lacq	1716947
feim	39020
aese	1708341
usap	931584
venv	1692981
dune	1817232
fmo	1305197
egif	1575771
elys	1080319
afbi	1823406
mito	1696396
cthr	1015155
cclp	1449488
wtt	878828
aame	8177
reed	1140215
rcat	748268
mdxl	1601280
btn	946454
mrge	1623360
clps	1724542
pesi	891532
fhbi	1649739
opgn	1293818
mack	1274792
occi	1716951
adom	1563568
plx	1006281
prt	1724009
avhoq	1575969
cwbr	1522602
zvo	1305323
lsbk	1341318
nick	1000045
bwen	1120370
ddf	896923
cuen	1424657
ppbt	1614744
oogi	1160798
aiki	12239
meec	728385
lowlf	1838128
cull	1845799
cfcx	1489803
rmti	1041024
fami	1701261
ubcp	731653
cgrn	1009759
achv	949858
zkin	1687451
cbli	1318641
erdcf	1398972
pgtk	1553404
bbgi	1099160
dit	928465
klxe	1738827
cga	857949
rgt	1514490
rvph	1742927
snwv	1417663
turn	893739
dmac	1401040
brfh	1487197
lumo	1126234
mfd	1276469
kins	33992
cosm	1474167
ards	1614067
avco	1630212
omex	798528
quik	882508
axr	6207
juvf	714712
utgn	832480
ocup	1228627
mpvdf	1004530
gecc	1675033
allm	1549145
hnrg	788965
mitc	1828098
gtec	1735041
emcf	858800
igap	1506983
pte	1076682
eea	791718
ffbw	1787384
dvd	1017673
grnq	1597846
dyfn	1794287
dcth	872912
ogen	1174940
gstx	1497649
otlc	908259
cyad	1637890
nanx	883107
cnttq	1652499
vmar	1813783
lway	814586
sinc	1532595
evy	1074685
hall	819913
iwbb	1648365
glxz	13156
pubc	1575858
nbw	1178840
voc	1505413
mgyr	1337068
arpo	1422142
tccr	1108645
tirx	1782941
airrf	1476573
artx	916529
nhtc	912061
kbnt	1729750
ntrb	1676047
sypr	864240
suic	1394108
vcnx	1205922
syn	894158
awre	1015739
vtsi	1085243
fco	876717
nmtc	1500198
igc	1326205
zgsi	1574186
gnln	1743745
ntip	1065078
usau	27093
life	1339970
pfbx	770460
bmxi	1122993
jhaa	1753217
rwlk	1607962
mdjh	1741534
asgi	1793855
aprn	1701114
vs	1701963
lghl	1806524
aljj	1438731
bctx	1610820
pme	1517130
hty	1396502
glmd	1595353
lngb	1602706
vbfc	1290476
igxt	1098880
botj	1275101
tren	1740797
ccnc	1641398
dswl	946936
loan	1080340
vjet	1582581
jrsh	1696558
cosg	1706509
feo	1363438
icmb	1578348
rsss	1386301
strm	1008586
swgi	1626696
ncsm	1692427
refr	793524
alna	1624658
cncg	1005101
mcad	1832415
bdl	12040
iotc	1095130
leds	1333822
ipwr	1507957
rfil	740664
ygmz	1782037
fnhc	1069996
dffn	1053691
crws	25895
yayo	1691077
nrbo	1638287
mkty	64463
ktra	1498382
mlyf	1801762
mnpr	1645469
iroq	1514743
bcac	1814140
loncf	1472619
iccc	811641
cnig	1582244
aphe	855787
gene	1166272
bluw	1817944
cdor	929545
bcow	1751692
pbhc	1609065
pkkw	1657642
vcf	907573
adxn	1574232
sbfm	1402328
pmhg	1586454
foxw	1829999
reph	1588972
ivitf	1737647
ccel	862692
kdozf	1318482
exn	1263011
airt	353184
ftek	846913
dlpn	1282224
neon	87050
crt	881787
jmm	838131
igny	1834645
ikt	1750149
jakk	1009829
lmrxf	1001500
ktcc	719733
gifi	1031623
inteq	1525773
edsa	1540159
cphc	1672909
aemd	882291
skky	1546853
glbd	1524829
ekso	1549084
emma	822370
arkr	779544
cdjm	1024095
ug	101295
hnna	1145255
aau	1015647
aktx	1541157
tphs	724742
ainc	1604738
fusb	717806
jcs	22701
wvvi	838875
tblt	1668370
asrt	1808665
xeri	1481504
nbo	1178841
lqmt	1141240
qk	1769256
lpth	889971
nete	1499961
asrv	707605
trnf	1778805
flwpf	1752524
onvo	1497253
nbrv	1641640
bcda	925741
upc	1809616
cpta	1571329
nvos	1138978
scx	93676
salm	1050606
mslp	1415684
gure	885462
petv	1512922
wyy	1034760
prpo	1043961
astc	1001907
cen	1576340
wstrf	1621906
clad	1501958
trtc	1451512
spazf	1337090
wcagy	1586941
ptbs	925173
hfbl	1500375
nrt	72633
aehr	1040470
cyth	922247
job	40570
taop	1552670
nulgf	1502758
pvl	1520048
wmllf	1077640
cif	833021
srv	1400897
azrx	1604191
stmh	1697834
rskia	84112
bxrx	1780097
vfl	895574
adxs	1100397
bsqr	1054721
poai	1446159
bbi	819050
prka	1297937
scyyf	1408146
tops	1296484
clcs	1569340
auud	1554818
hudi	1791725
fpay	1397047
srts	1494891
inis	1038277
rkda	1469443
wcrs	1363958
vam	1703117
odyy	1626644
crkn	1761696
alim	1267602
when	943535
clrb	1279704
mays	54187
huge	1771885
cnet	1376321
seac	1019671
omws	1676852
nvcn	1399708
mndo	1119083
dogz	1707303
uwhr	898171
benh	1568139
atao	1570937
ssnt	1236275
ncra	1756180
trib	888721
pyn	1181505
bmbn	804563
dwsn	799165
mne	1232863
brli	1787518
rgls	1505512
dbgi	1668010
xito	1651932
cyrn	1084577
kffb	1297341
myo	1369290
kspn	795212
fwp	1604924
cdelf	1611831
sif	90168
io	866609
vena	1800392
wint	946486
cemi	1092662
idra	861838
teum	1084384
gwso	1430300
sntw	1619096
iht	82473
mugh	1746119
fsea	1769267
irl	858707
cbkm	1006830
creg	721693
cwrk	1515139
age	1708599
cety	1329606
pqeff	1561180
pulm	1574235
hjli	1661053
ntox	844538
ezgo	1806904
pltyf	1433309
geg	1831096
fmy	1319183
chnr	793628
fgb	1392994
jcdaf	1095747
opnt	1385508
jp	1616291
xelb	1083220
ecor	1560258
drrsf	1421570
daio	351998
tc	1743340
utsi	1030471
link	828146
qlgn	1460702
agba	1769624
crcw	1688126
mtex	1056358
edry	1731388
ccgn	1439299
mpac	1841993
obas	1077618
rgbp	1589150
amst	1807166
nna	1437260
mbot	883975
jt	1713923
plin	1735556
skye	1516551
bioc	1044378
cwnr	1084551
nuze	1527613
ovtz	1107280
ambo	1494558
dwnx	927719
nxn	885731
apwc	1026980
idai	1718939
cbmb	1742089
egf	1336050
anpc	1786511
lgl	61004
cycc	1130166
tess	927355
ttp	1526329
ppih	914122
virc	751365
moho	1763197
pfie	1289636
sotk	806172
mosy	890394
pstv	1095981
fedu	1709819
omqs	278165
ppbn	1031233
dtss	1631282
ior	949961
nnvc	1379006
vivc	1703073
grcy	1768910
ntwk	1039280
nnax	1132509
navb	810509
xteg	1472468
wpg	1594686
acor	1008848
fbva	1596123
tatt	808439
bkti	2186
icch	1681903
sskn	1051514
mkgi	1372183
juvaf	1778651
tenx	34956
viri	1818844
mtc	1742518
lkcru	1156174
gtim	825324
aihs	1711012
ante	1413745
alac	1748621
any	1591956
clro	840715
icgl	1598924
ribt	1063537
ifmk	1681941
bmtm	1568385
cuii	1512927
bvfl	1302387
envb	890821
apdn	744452
gshn	1639327
qumu	892482
jgldf	1686000
eltp	1053369
msvb	1734875
jupw	1760903
trmt	1708405
mrzm	1413754
abio	907654
sdwl	1753931
imac	1729944
tyht	1300734
cnsp	1729427
tlgt	352998
winsf	1640251
mfh	1527762
mfv	856128
nwpp	1163389
seed	1321851
pt	1716338
pixy	1675634
bmra	73290
whlr	1527541
bnet	875729
self	1031235
ftmr	1382231
enzn	727510
gnrv	1418489
snmp	1362705
mrm	1819704
gbs	1725430
gxsfd	1299865
mots	1686850
ltbr	1084554
invo	1417926
sgbx	1023994
tomz	314227
chci	1299969
sino	1422892
sgb	315849
hcdi	1784567
iptk	1067873
fsi	1069394
gtll	932021
scnd	87802
hvbc	1594555
hgsh	1158420
bfgx	1741257
indo	1757840
slrx	1615219
nxtd	1566826
hson	1210708
voni	1693690
sint	1269026
nphc	1119643
fgf	1591890
prsi	79661
aggl	1481585
rmcf	1616262
itp	1358190
hcbc	1044676
tgen	1537435
iid	1395627
bpth	1133818
adil	1513525
cspi	356037
mcvt	1425355
budz	1393772
bfnh	1310488
atif	1755058
blph	1600132
ears	1601936
fotb	1099668
dxyn	29332
rcmt	700841
cdbmf	1545634
sgni	1023198
wisa	1682149
anda	1691936
soho	1301236
bwl-a	13573
icon	857737
bmbif	1827401
imh	1000298
njmc	1030192
tlfa	909724
athe	1131343
tmbr	1504167
phcf	1729089
btb	1543268
trvi	1563880
eeiq	1781397
nhld	1852931
warm	1399352
tanh	1588084
sngx	812796
evok	1403708
qtrrf	1339688
tglo	1066684
sckt	944075
lgiq	1335112
wdlf	1281984
pktx	1128189
cvu	889348
zcmd	1785566
ampg	1518461
rand	81955
silef	1545224
bgi	1179821
mdgs	1618500
ghsi	1642375
zivo	1101026
evk	943184
buks	15847
dxr	27367
ftlf	1374328
cpix	1087294
eawd	1563298
idxg	1054102
ptix	1022899
osbk	1076691
pnckf	877019
atxi	1644963
auto	1023364
tlcc	1590695
cnnb	1787005
cglo	842013
tltff	923883
xtgrf	1288770
vkin	1102432
exdw	1634293
airi	1009891
cxdc	1353970
yten	1121702
imte	1668438
turv	1302946
tayd	96536
crtd	1357671
cvsi	1510964
bhtg	1590383
ggrou	1489874
lixt	1335105
glbs	1499780
acer	1069308
sglb	788611
happ	1751876
ppsi	1449792
bhat	1759136
kanp	1230058
plag	1117057
stbi	1166362
gaxy	1127993
blgo	880242
sigy	1642159
ffhl	1381074
bvxv	1611747
aqsp	1391135
esp	33533
adad	1593204
dlti	1420368
celz	1187953
canf	1536196
tectp	1766526
kequ	55529
adtx	1726711
pure	1006028
mmtif	1085921
nspr	1433607
hsdt	1610853
aamc	1555074
vtdrf	1465872
miti	802257
syta	1649009
clhrf	813639
btzi	1525852
cjjd	1413263
svvc	1495584
xpl	917225
sfor	1285543
hbuv	1639068
agtx	1603345
vino	1559998
hsto	1383701
sfet	1725332
olb	1314196
hrth	45919
reli	1812727
wect	1409175
eqtrf	1635729
pmd	806517
cei	1309082
pati	1616741
cuba	880406
vtna	1280396
cleu	1775085
hoth	1711786
iknx	1083301
rcrt	1462223
cpsl	1857910
sctc	1577445
hfbk	1484737
ltum	1415332
edtxu	1817153
wafu	1716770
nlsp	1783036
iaic	803578
slgd	88000
bhll	1407583
svbl	1031093
uuraf	1495651
tcff	1648636
sqft	1080657
ndp	1547158
sonm	1178697
snpw	1343465
hgld	1551206
grf	850027
mhpc	1277998
rdgl	1449349
bmmj	1715611
kiq	1161814
vlon	1824293
iehc	50292
gvp	944480
tpcs	1328792
cnnc	1410187
obtx	1730869
hrrb	1379368
gfgy	1181749
btcs	1436229
cann	1477009
duot	1396536
idwm	1463833
pzg	1629210
newa	1678022
chkr	1524769
cytr	799698
isns	943034
qnto	1391933
nom	899782
rgrx	707511
ufab	1617669
htgm	1169987
glbz	890066
pnbk	1098146
atms	1062128
glgi	1088413
meds	1382574
nwrcf	1777398
eltk	1024672
lexx	1348362
cca	1092896
endmf	1524326
krbp	1792581
east	1534708
rkfl	823546
sstt	1349810
nukk	1592782
ttcm	1389067
bntc	1808898
nes	1403853
snpx	1571934
omps	1103640
dxf	1499494
znrg	1568875
hlrtf	1418149
ipsi	1591913
grnv	1788841
jctcf	885307
mpad	65759
carv	1016178
hmmr	1539680
rscf	1103090
intwf	1526890
clabf	1640152
bkor	1398006
lnby	1672572
xdsl	825322
phcg	1351573
sonn	1106838
ghmp	1464865
uwhgf	1763543
gigm	1105101
bnso	846546
pxs	1640043
srmc	100625
hloc	1568693
bimi	1213660
bmix	1540684
arcw	826326
inbp	1016504
lbao	1586452
aey	874292
edxc	1109486
tlss	1463208
ithuf	1643154
odii	1781405
gxii	1826669
luvu	1374567
simp	1274032
jsda	1083522
clev	1414382
pbmlf	1319150
buuz	1174891
unql	1281845
alrt	1087022
ktel	845819
esoa	1357971
govx	832489
thmo	811212
trck	1045942
cphi	1106644
genh	1527102
vive	879682
vrme	1104038
intv	1520118
gbr	105744
brmt	1658880
wvfc	910679
ethof	1482753
curr	1643301
sofo	1029744
cfok	1047446
ptpi	1815903
rsls	1427570
vplm	1410738
jva	1007019
pbsv	1304161
phio	1533040
ausi	826253
sgrp	1004989
crtg	1375195
tngl	1337085
osn	1485538
umewf	1114936
cvv	766792
heol	1371451
ncpl	1414767
beob	1480170
ndvn	1659183
celp	1587246
evol	1052054
pali	1357459
bkyi	1019034
falc	922521
bylg	1668082
gnbt	1059784
agol	1533030
crcuf	868822
mcoa	1078799
bdic	1586495
ford	38264
tait	942126
uoli	1081834
cbsc	1022183
crmz	315958
sdrlf	1737706
hltt	1307624
akom	1590496
bhv	1169034
reto	1687277
cloq	1437517
dpsi	1505611
iinx	1528308
pbla	1029125
prfx	1801834
lemif	1542731
mdia	1784254
hx	1702318
cnfr	1502292
tgiff	1706145
mobq	1084267
msrt	1589149
msbc	1169483
lyl	1682241
nby	1389545
nsec	865058
syhbf	1541190
icd	1537028
pshg	1481241
sumr	1314772
fcti	1714379
shldq	1310067
nubc	1281189
blin	1378590
blcm	1358403
wgmcf	1680962
gpft	1205181
bicx	1443863
cvvuf	1023109
pvct	315545
shrg	1644488
artl	1621221
nuwe	1506492
spcb	1291855
brn	10048
soan	1502152
asdn	1425203
rivu	1079282
axas	867665
stly	797465
imrn	1660046
cetx	1435064
occ	1000230
arao	1083922
yuanf	1417370
tlrs	1288750
bkucf	1463978
mind	926423
rihc	1423586
rave	718332
osat	1058307
rgbd	812149
mtp	1643918
eqs	878932
oakv	1865429
hdvy	1141788
ilal	1657214
denr	1435387
edtk	1782309
kitl	1608092
fflo	1543652
cnbx	1343009
gbny	1823365
eyeg	1372514
snrg	1652539
whlm	1013706
mjne	1456857
pmcb	1157075
imhc	1349706
tpia	1763329
ttnp	910267
avmr	1676163
inm	1728328
crex	1356093
ctgl	1498067
nviv	1292519
clsh	1522222
wscrf	795800
acan	1508348
jrjc	1297830
blbx	1567900
gnwsf	1454263
fsrl	1172102
moaey	1449617
mgti	1001601
ggo	1635193
nrrwf	1680637
epgg	1501862
unam	100716
yvr	884247
grwc	1448558
fgco	1377167
dvcr	919956
cohn	1270436
vicp	1468639
cvr	19871
cfdb	1651987
msn	32621
hnckf	1336364
silo	1514183
husa	1156041
ctek	1011432
crvw	1377149
dfco	725394
mnkkq	1567892
gpox	1673475
tbba	1751700
nvnt	1282980
hjgp	1421819
hyex	1630176
vyst	1308027
ckx	352955
nsfdf	1009922
pmedf	1868079
husn	1687542
acfn	880984
rsrv	83350
trxa	1437750
qbio	1596062
cblaq	910612
sdpi	1600422
ssy	96793
fbsi	912967
arraf	1562519
dusyf	1551887
csjt	1451797
pers	1521168
caww	721447
tmbxf	1072772
lmfa	1640384
rhe	1004724
mysz	1211805
gmpw	1064722
rbcn	1410172
dtgi	1014052
knit	1696195
oilff	1755068
srre	1083490
icct	1408057
qegy	1295961
bntt	1501268
lmrmf	1588837
hannf	1123267
vrpx	1708331
staf	1499717
sxtc	1723980
arth	1537561
brll	1631463
hgyn	1324759
tigcf	1387473
peye	867840
rton	1580262
pxhi	1271075
rmed	1716621
nlbs	1563463
mymx	927761
useg	101594
dbs	1383054
gjcu	1781726
mdrr	1654595
hbis	1489588
gwhp	1598308
ipdn	1546296
blnc	1632121
sgma	915358
mxe	863900
uslg	1536394
clwd	743758
ngtf	1593001
qtmm	1403570
ughb	1552743
nsys	722313
dsgt	1413909
gwti	1572386
svt	89140
xtlb	1023549
grom	1662574
pfin	75340
nvdef	1398713
dynt	720875
gril	1701756
smit	922612
gdsi	1011662
plrtf	1639142
sing	1443611
aturf	1515251
cenbf	1653821
naov	1326706
vrvr	1536089
usdr	1638911
bmnm	1275477
mxc	66418
ormnf	1458057
efoi	924168
mdex	1318268
bosc	1005516
bcii	1084370
gyro	1589061
trt	732026
ucle	1543623
updc	836937
snes	1680378
biio	1575420
mmex	1440799
hlbyl	1286964
uuu	102109
grusf	1463000
syte	1096934
ughl	1621199
axref	1175596
mdly	1611110
bimt	1678848
tomdf	1645260
nmex	1415744
trux	1578019
lismf	1643715
bdrex	1745846
tapp	1407343
lvrlf	1168981
axxa	1789383
payd	1017655
tsri	98338
blyq	1591565
cgolf	1759352
sodi	91668
ensv	319458
jan	862861
sfrx	1106213
alds	1755101
kbph	1164888
cyan	768408
nugs	1290504
fdct	1722731
irns	723269
awx	1061069
laab	1584480
jctg	1610607
surg	1392694
inqd	1572565
crwe	1103833
kgkg	1802546
newh	1371128
dysl	30831
sowg	1490161
ccbc	1365794
xbio	1534525
gspe	1341726
clwt	1026662
piac	845385
apeuf	1582284
betrf	1464165
nvfy	1473334
worx	1674227
ltgj	1445175
clok	1022505
gbbt	1647705
dkmr	1379043
vism	1082733
flylf	1403749
zxaiy	1506756
hybt	1086303
bthe	1473579
ams	744825
tbtc	1090396
ahpi	874710
ntec	1638381
ophc	1288855
koan	897078
else	351789
spyr	829325
gblx	1165320
gbcs	727346
esbs	1358254
lbcmf	1580110
pgid	1061164
winr	1708410
gtmay	1163560
duuo	1635136
acy	1036848
janl	1133062
sprcy	1611746
smkg	900475
rmes	1358654
smdm	923601
kbsf	1546383
mxrof	1116548
dynr	1111741
hmg	311817
ocln	1419793
opvs	1571636
erkh	1769725
tofb	730349
maxd	1353499
xlrm	1138608
bdr	1000683
psycf	1527587
hiho	1026785
afdg	1486297
sipn	1128252
senr	1576197
zpas	1635748
taug	1142790
nrom	709005
mhtx	1099132
garwf	1403870
fdlb	910492
gzcc	1267612
cmxc	1493712
mjhi	1789330
jpotf	1061612
qmci	1101433
rebl	1532158
artw	7623
gdmk	1725911
srna	1482541
argc	1698702
ryes	1424864
strr	707388
pwco	733337
snoa	1367083
wrpsf	1482436
gads	711665
bvtef	1271580
cryo	1468679
oxbr	1584831
rdga	812152
ammj	945617
mfbp	1094738
axnvf	1682948
dhcc	844887
fmfg	1698022
swisf	1771755
iaalf	1450894
hitc	1584693
clri	1362516
ways	860131
mtsl	1025561
apop	1671502
vnue	1376804
cbds	1360442
icotf	1421642
acur	786947
kgnr	1593773
isig	875355
dsny	1099369
otivf	1021604
pfho	1138476
urlof	1115672
sprs	747540
inkw	1585380
agnpf	1642178
mexgf	1609436
rcg	919567
ivst	1735012
reac	1520528
hhse	1069680
vyey	700764
snny	1571398
sgmd	919175
sode	1726286
sqbg	1648428
iwsy	941685
lvvv	1421289
ornc	1098996
pmpg	1301838
bxng	1632323
fjhl	850971
cbdy	1586554
glfh	1574676
gluc	1420108
anav	1491829
rlby	34285
scia	830616
nnup	888981
arat	1566243
aehl	1470683
tptw	1661039
ogaa	1749849
chhe	1309057
cnfn	1352952
nihk	1084475
bwmg	1166708
fssn	1487931
opxs	1397016
clci	1658304
pctl	1119897
tgcb	1815632
zyrx	1558740
nuro	1289850
ivfh	312257
hfus	1482554
btim	1622231
blilf	1703253
inlx	1081745
numd	1543637
nxmr	1088005
fecof	849997
spnd	867038
kool	1855255
cvat	1376793
itnrf	1293977
gmer	1454742
abcff	1284237
whlt	1025771
rwrdp	1652350
qhyg	1423723
bant	1704795
rlm	1718903
adru	1169717
crzy	1005119
suwn	806592
altd	1664127
bstg	1563665
tarsf	1409036
mtr	313364
fzmd	319016
eqmef	1792554
efsh	1599407
repcf	1205059
avcrf	1355736
airo	1105542
hcyt	1591165
lbuy	1643721
ibal	781902
kalo	1389034
owpc	1622244
abcp	20639
tikk	96885
mmtrs	66496
fdit	1593184
